frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
302,209.0,437.40347526441906 420.1204146878972 791.6480677125599 754.3865187701992,588.6459350585938 601.6510620117188 653.2301025390625 643.4351806640625,0.617559015750885,SPF-9A9,0.8791903257369995
303,209.0,441.95707019279257 420.71261357494717 793.5798292544139 756.1669465915502,589.5336303710938 605.1165161132812 654.5360107421875 647.825927734375,0.635384202003479,SPF-9A9,0.8936203718185425
304,209.0,444.139627050466 413.8728228396114 794.4635899192931 755.0306361284861,591.8973388671875 604.5396728515625 653.46923828125 647.81005859375,0.633705198764801,SPF-9A9,0.9114454388618469
305,209.0,445.670514141372 419.1885705367598 794.7003811899058 761.034010549825,595.0787353515625 608.4119873046875 660.1951904296875 650.2285766601562,0.5576775670051575,SPF-9A9,0.9159984588623047
306,209.0,445.8903948240981 415.83744192137704 794.3547966724805 762.7580249091569,591.7864379882812 608.178466796875 662.8480224609375 653.2454833984375,0.6154138445854187,SPF-9A9,0.8211215734481812
307,209.0,445.4584479722122 423.61979062251214 793.8113809370351 769.7068734235214,596.3954467773438 606.8822021484375 660.7515258789062 652.3738403320312,0.5455600023269653,SPF-9A9,0.8565453290939331
308,209.0,445.1053790709518 434.27248903288637 792.5321868499689 773.824717489583,598.392822265625 614.1272583007812 660.7825927734375 656.7591552734375,0.5450153946876526,SPF-9A9,0.8548401594161987
309,209.0,446.24102377530085 425.28610384941334 793.8601106116184 768.6747916017448,600.9560546875 618.1654052734375 660.212158203125 656.2265625,0.53291916847229,SPF-9A9,0.8883004188537598
310,209.0,445.53828168560653 430.85646602664036 793.9364026726041 769.9314590660417,601.9930419921875 621.646484375 661.6536254882812 657.5531005859375,0.5111404061317444,SPF-9A9,0.8608488440513611
311,209.0,448.04481724162076 417.34778438158304 797.6746622260301 761.5626156400892,597.9248657226562 615.13330078125 666.80126953125 659.7445678710938,0.5771278738975525,SPF-9A9,0.8069944381713867
313,209.0,452.0001195277131 422.85674723364457 802.1131768333108 768.3853401853938,602.5640869140625 622.5551147460938 665.85986328125 660.6961669921875,0.5612784624099731,SPF-9A9,0.8902360200881958
314,209.0,450.8416717231007 412.49681988412465 800.7833308948736 763.2987406486556,603.4837646484375 625.261962890625 663.8728637695312 660.1966552734375,0.47003766894340515,SPF-9A9,0.9594808220863342
315,209.0,449.75377425143097 420.5236806908466 798.2576813136104 768.8981074146212,603.8516235351562 624.8499145507812 664.9458618164062 660.510009765625,0.5403220653533936,SPF-9A9,0.914922833442688
316,209.0,449.52397673622227 415.31527276519864 798.0306778872518 765.6355942191276,603.6105346679688 623.3025512695312 662.7254028320312 658.74169921875,0.4407130181789398,SPF-9A9,0.9174065589904785
317,209.0,450.460007173711 418.4530458714756 800.2547406577013 770.1149600163358,606.8582153320312 622.3487548828125 666.8795166015625 660.5227661132812,0.5674006342887878,SPF-9A9,0.9088910818099976
318,209.0,451.90109699493814 412.59383461281027 802.7220076308188 765.6164291117238,606.0067138671875 621.1935424804688 666.9029541015625 659.5647583007812,0.5050907731056213,SPF-9A9,0.8780021667480469
319,209.0,451.54688693124433 411.0736779844407 803.7944527961162 769.0172166235808,606.9436645507812 620.2839965820312 671.0540161132812 660.0123291015625,0.5890235304832458,SPF-9A9,0.8906008005142212
320,209.0,451.803658756143 411.4407473329779 803.3084286978153 767.4187104804982,609.5784301757812 624.2650146484375 667.53662109375 657.5535278320312,0.3243463635444641,SPF-9A9,0.88675856590271
321,209.0,451.58431354311597 411.2609823868263 803.111109422247 770.3099552711369,612.0697021484375 620.5797119140625 669.5195922851562 656.2010498046875,0.5018935203552246,SPF-9A9,0.9208173751831055
322,209.0,450.7596095739242 411.40656070505815 802.5175865676664 767.6797042912203,611.46630859375 619.6338500976562 667.6580810546875 655.1570434570312,0.45611971616744995,SPF-9A9,0.9490781426429749
323,209.0,451.4410547707058 407.4364497359124 803.3237549583761 767.00179737691,612.4223022460938 613.982666015625 676.7593383789062 654.5152587890625,0.49411848187446594,SPF-9A9,0.865188479423523
324,209.0,453.93122407033803 406.60293188011076 805.9644390860594 756.0729188591637,613.3203735351562 614.951416015625 669.6778564453125 654.126708984375,0.24814219772815704,SPF-9A9,0.8955910801887512
325,209.0,449.65750649004883 410.670396794245 806.5832512849864 762.2906239527034,611.5650634765625 610.294677734375 675.8286743164062 652.8047485351562,0.45499947667121887,SPF-9A9,0.8681316375732422
326,209.0,451.77873241429387 405.9406605475913 809.8566181633973 763.5883030161094,612.5645751953125 613.912353515625 671.4532470703125 654.2297973632812,0.2557579576969147,SPF-9A9,0.9326948523521423
327,209.0,456.2472588691311 409.33737785882914 816.113616901357 767.6879814833237,622.4207763671875 612.968994140625 680.1766967773438 651.2679443359375,0.40103933215141296,SPF-9A9,0.9013344645500183
328,209.0,457.4025894186505 400.29359754413065 820.4837413632802 764.7332382680653,619.1915283203125 610.7217407226562 683.762939453125 654.81884765625,0.4478401839733124,SPF-9A9,0.8336673378944397
337,209.0,455.95400070279067 414.5771590328811 833.6386006425307 778.6384145066663,635.9407958984375 612.873291015625 702.7984619140625 658.927978515625,0.5633313059806824,SPF-9A9,0.5826942920684814
338,209.0,457.34055458843534 407.45202977610586 833.6735933342903 773.4956495790894,634.946533203125 612.8814086914062 702.7235107421875 659.1395263671875,0.5927048325538635,SPF-9A9,0.912261426448822
339,209.0,456.3770437646374 417.1427600788945 832.7267116855676 776.7730087260577,637.3848266601562 615.1136474609375 697.00634765625 659.995849609375,0.5428022146224976,SPF-9A9,0.9060295820236206
340,209.0,456.00788029217296 407.40529788644176 832.0670027995518 770.9108760432116,639.911865234375 616.4478149414062 700.5144653320312 658.6320190429688,0.5764032006263733,SPF-9A9,0.9519323110580444
341,209.0,457.49719292130885 417.0548858640615 832.9803930024202 774.7432896527331,641.984130859375 619.785888671875 698.686279296875 659.4586181640625,0.496864378452301,SPF-9A9,0.9610924124717712
342,209.0,458.6181460129378 407.11986562050924 834.3079094149234 768.5752595281015,639.602294921875 616.2962646484375 706.4693603515625 659.1236572265625,0.5487074851989746,SPF-9A9,0.9368498921394348
343,209.0,460.6239224460411 400.0289573317071 836.0510346508219 766.2466897154247,642.9258422851562 622.248291015625 700.3682250976562 657.411865234375,0.28629910945892334,SPF-9A9,0.9460562467575073
344,209.0,460.90927265133394 411.05030874481514 836.7511655530253 770.8544090642229,645.3920288085938 619.599365234375 710.3890380859375 656.9581909179688,0.45775970816612244,SPF-9A9,0.9400773644447327
345,209.0,463.5668710821665 408.2835976575152 839.7934432549382 768.592043908613,647.5216064453125 624.9874877929688 718.58544921875 658.8565063476562,0.20567314326763153,SPF-9A9,0.8020557761192322
346,209.0,463.6850289837574 415.8493855496522 839.8735155101788 769.7425867175566,648.2698974609375 620.4398193359375 713.1659545898438 658.8426513671875,0.42619359493255615,SPF-9A9,0.8481155633926392
347,209.0,461.9273112553271 404.84822350084005 838.6912203113129 763.4936544939278,649.1657104492188 621.349609375 713.4110107421875 657.9014892578125,0.36432886123657227,SPF-9A9,0.9544081091880798
348,209.0,460.72854846223134 415.3988326535102 840.1840484154022 767.940267797806,650.6453247070312 622.7535400390625 710.5808715820312 660.2598876953125,0.4714542329311371,SPF-9A9,0.9377855658531189
349,209.0,463.01477043278743 415.4085572899818 841.7790066511291 764.9321840484275,654.7559814453125 620.279052734375 716.7417602539062 660.4688720703125,0.5842405557632446,SPF-9A9,0.9355053901672363
350,209.0,467.76955830667004 401.2767626268525 845.7450922585879 755.9475552233654,654.4223022460938 623.3367919921875 723.5658569335938 660.9085693359375,0.33801010251045227,SPF-9A9,0.8768202066421509
351,209.0,468.0277378636283 418.1035889778963 847.336026656905 764.5319061590005,658.7550048828125 622.499267578125 720.4177856445312 660.8248901367188,0.569786548614502,SPF-9A9,0.9405242204666138
352,209.0,470.27112404713495 408.4512960716978 850.36467811939 758.7039864551922,658.0164794921875 622.0724487304688 716.5562744140625 656.98828125,0.3745044767856598,SPF-9A9,0.9428104162216187
353,209.0,471.64516900646584 421.23922089690046 852.0932642146537 764.302139668617,658.9392700195312 622.3417358398438 722.4739379882812 661.2913818359375,0.5903317928314209,SPF-9A9,0.9079213738441467
354,209.0,471.56129002752004 406.54532558487546 854.5300037594634 758.3666651926696,661.099853515625 620.6571044921875 722.889404296875 659.7254638671875,0.537276566028595,SPF-9A9,0.9453191757202148
355,209.0,470.0900211851176 400.08014735995135 856.3985838061301 765.5210712714515,662.4142456054688 623.3394775390625 724.8898315429688 661.9644775390625,0.54075026512146,SPF-9A9,0.9106783866882324
356,209.0,470.74402116075663 421.5346471805355 858.613252425241 780.1953024340905,666.142822265625 622.9917602539062 731.2086181640625 661.6787719726562,0.48880571126937866,SPF-9A9,0.9178462028503418
357,209.0,471.73846362058407 402.00614248905083 861.0386289365726 773.019270376909,665.0908203125 623.4913940429688 730.637939453125 663.515869140625,0.5615684390068054,SPF-9A9,0.8390452265739441
358,209.0,473.03047129167146 420.07039049360003 862.1417357028446 784.7064917879046,667.899658203125 624.1419067382812 727.9263916015625 663.0071411132812,0.5650109648704529,SPF-9A9,0.9444217681884766
359,209.0,472.1437233099716 399.91315866426135 862.7727650080367 772.9222538039669,665.9776611328125 627.3839111328125 728.2623291015625 664.6768188476562,0.5336253046989441,SPF-9A9,0.9649782776832581
360,209.0,471.06163794847066 399.19625514033214 862.7567206449696 773.4634755786001,670.4673461914062 628.86328125 731.3097534179688 664.2073974609375,0.42529773712158203,SPF-9A9,0.9207500219345093
361,209.0,471.61452914121685 416.1247609073993 863.3362406249177 782.4100343534631,668.513427734375 627.907470703125 732.811767578125 665.5431518554688,0.5784826278686523,SPF-9A9,0.9016433358192444
362,209.0,471.7810479795737 400.17531187030096 863.8892943991216 771.5846430721208,673.0919189453125 626.2901611328125 734.4520263671875 666.1492919921875,0.5578399300575256,SPF-9A9,0.7376978993415833
363,209.0,473.33600529908153 415.6595462634085 865.4219594057818 774.9893119089439,672.1658325195312 626.4403076171875 735.3914184570312 670.0955810546875,0.6452578902244568,SPF-9A9,0.9071568846702576
363,290.0,1500.5155469700278 400.7125283784827 1647.441890159071 693.5967186008078,1504.5772705078125 556.452392578125 1544.234130859375 592.81591796875,0.24941402673721313,SPF-9SA,0.5725143551826477
364,209.0,474.7214412269307 425.49838221085497 866.7761436071453 781.1556051258783,675.9346923828125 627.62353515625 739.4676513671875 668.8549194335938,0.5399144291877747,SPF-9A9,0.8574399948120117
365,209.0,476.44327623044524 431.16025359278365 868.779796116361 775.3907715686387,675.1203002929688 626.6484375 741.0855102539062 671.09765625,0.6317505240440369,SPF-9A9,0.921765148639679
365,290.0,1492.311497785954 400.28539479418134 1648.4902565000975 692.6034330578749,1502.869384765625 558.3311157226562 1542.630615234375 595.8328247070312,0.3544970154762268,SPF-9SA,0.9667441844940186
366,209.0,478.5777980844653 439.20459540168036 870.8717022682226 783.6547590481277,679.9095458984375 628.7294311523438 740.66357421875 667.6254272460938,0.35354459285736084,SPF-9A9,0.9207819104194641
367,209.0,480.54836888939485 427.3716972031865 872.8460186019513 769.666416501546,679.6629028320312 626.0054931640625 740.3031616210938 669.2928466796875,0.5448420643806458,SPF-9A9,0.9020128846168518
367,290.0,1481.5852309236445 400.5160732622286 1649.1432758256485 693.327127132132,1498.6658935546875 557.0956420898438 1546.04931640625 595.2164306640625,0.3649545907974243,SPF-9SA,0.7952335476875305
368,209.0,480.33194269086687 434.17551702824227 873.495392034206 775.3734162285566,677.9354858398438 626.48828125 743.404296875 671.2904052734375,0.6340084075927734,SPF-9A9,0.9443178176879883
368,290.0,1465.0868922506208 402.2533509361277 1644.4507268652376 693.5925948424899,1493.955322265625 557.6199951171875 1543.69482421875 595.5806274414062,0.32374119758605957,SPF-9SA,0.8311424255371094
369,209.0,479.5764266183388 425.9837241211341 873.2985909710563 769.1294407083833,676.3233642578125 625.5032958984375 743.550048828125 672.9420166015625,0.5731768608093262,SPF-9A9,0.8433887362480164
370,209.0,478.78007495542715 431.5475649086249 873.2157687684203 776.0391476132245,674.2744140625 625.9130859375 748.2174072265625 674.0095825195312,0.6076251864433289,SPF-9A9,0.9093241691589355
370,290.0,1463.4055154676585 400.99545708476853 1649.978515856043 695.410949986933,1487.902587890625 557.7772216796875 1547.2862548828125 598.2412109375,0.36298638582229614,SPF-9SA,0.5089067816734314
371,209.0,479.2184267800591 431.93637690371503 874.4193257802616 781.3187241925793,675.7539672851562 624.254638671875 746.9918212890625 672.5659790039062,0.6400366425514221,SPF-9A9,0.8851333856582642
371,290.0,1461.0168338147432 394.4617005177433 1650.486895860783 692.8904761273579,1482.697509765625 556.3670654296875 1545.470458984375 597.1251220703125,0.39336705207824707,SPF-9SA,0.8215972781181335
372,209.0,480.12642836647217 429.74088324879176 875.9372371652038 783.4159266098359,680.5900268554688 625.2177734375 749.6537475585938 672.8179931640625,0.653178334236145,SPF-9A9,0.93081134557724
373,209.0,481.8397811872711 438.58906205148514 877.8285626941284 792.8959330477155,682.4793701171875 622.7110595703125 747.8980712890625 671.013916015625,0.5374031662940979,SPF-9A9,0.9533582329750061
373,290.0,1454.0400186200984 390.0471085821988 1650.1442536784295 690.8695156268985,1482.2076416015625 558.199951171875 1545.6038818359375 596.842529296875,0.4643070697784424,SPF-9SA,0.7911702394485474
374,209.0,482.3647444856206 431.11988711885226 878.7855682130203 790.7454394497357,680.1693725585938 625.4609985351562 749.705078125 673.564453125,0.6592205166816711,SPF-9A9,0.88973468542099
375,209.0,483.98230401279415 436.7984468710277 880.6323944731471 795.7496758005493,683.327880859375 624.462646484375 746.7838134765625 671.3739013671875,0.5671917796134949,SPF-9A9,0.9021263122558594
376,209.0,485.2300206627468 435.25788746960427 882.361414358584 796.7849674875653,682.68212890625 623.1678466796875 751.0244140625 670.15478515625,0.5994585752487183,SPF-9A9,0.9100168347358704
377,209.0,486.71279746883374 440.02939080426523 884.2938618818569 800.3768510861341,687.3212890625 628.87744140625 751.5401611328125 673.19189453125,0.5090109705924988,SPF-9A9,0.8531187772750854
378,209.0,487.7599794967982 441.5698665047092 885.3949854560278 801.6068615571357,684.0265502929688 628.2496337890625 756.5271606445312 676.6710205078125,0.6218760013580322,SPF-9A9,0.8848141431808472
378,290.0,1438.3473611163326 383.25078166908634 1649.6924612698185 692.2445750350059,1480.924072265625 557.3789672851562 1545.58154296875 597.1563110351562,0.5110572576522827,SPF-9SA,0.7853955030441284
379,209.0,488.0631850805005 441.9388377430748 886.2126178512638 801.3293578042453,684.7667236328125 628.8626708984375 755.8489990234375 675.1627197265625,0.5716820955276489,SPF-9A9,0.9160504341125488
379,290.0,1432.8295305014417 388.22060364129095 1648.9981552796817 695.7632488980529,1478.46630859375 557.39794921875 1544.51416015625 597.90234375,0.551211416721344,SPF-9SA,0.5847907662391663
380,209.0,486.9800388631459 441.78118315758894 886.0963762373469 800.9996477416153,684.3504638671875 630.6434326171875 761.249267578125 677.362548828125,0.5778636932373047,SPF-9A9,0.9054747819900513
380,290.0,1428.3377836807645 394.1782793278285 1648.3024701403447 698.5396170184404,1477.072509765625 554.7054443359375 1536.7294921875 595.9656982421875,0.5602075457572937,SPF-9SA,0.7255068421363831
